sample_id,date,source_year,state,district,district_dist_km,latitude,longitude,rainfall_24h_mm,rain_3d_mm,rain_7d_mm,rainfall_bin,slope_deg,slope_bin,historical_incidents_90d,nearest_river,river_danger_level_m,river_danger_level_is_official,river_gauge_dist_km,present_river_level_m,river_level_ratio,river_bin,rainfall_risk,slope_risk,incident_risk,river_risk,rainfall_slope_interaction,rainfall_river_interaction,slope_rainfall_river_interaction,blocked
1158,24-04-2025,2025,Arunachal Pradesh,Lohit (Tezu),12.54060650197868,28,96.25,38.038536,71.61359024047852,73.35279211,low,31.9,very_high,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,144.9,51.48,0.487,low,0.13256605,0.8790360490745158,0.3934693402873666,0.000258592,0.11653033656532187,3.4280533716136936e-05,3.013382491799874e-05,1
3834,16-06-2024,2024,Assam,Barpeta,53.895228654858506,26.75,91.25,131.37668,175.56276893615723,212.96593874692917,critical,9.2,low,1,Manas,33,FALSE,53.9,29.04,0.88,moderate,0.864721,0.14185106490048777,0.3934693402873666,0.40131233988754794,0.12266159471941175,0.3470232079379755,0.049225612,1
4875,11-04-2023,2023,Arunachal Pradesh,West Siang (Aalo),27.244927165607542,28,95,4.7453876,4.764212900772691,11.911473805084825,low,23.1,high,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,58.7,43.34,0.41,low,0.03878425,0.6263679917281482,0.3934693402873666,5.5448524722794907e-05,0.024293213169668572,2.150529479193311e-06,1.3470228310344947e-06,0
4258,04-11-2025,2025,Assam,Barpeta,47.813818457160224,26.75,91,0,10.159313201904297,27.24743628501892,low,10.2,moderate,0,Manas,33,FALSE,47.8,13,0.394,low,0.03229546,0.1633742395133794,0,4.026450423628932e-05,0.005276247,1.3003607562070282e-06,2.1244544963836618e-07,0
1852,10-07-2024,2024,Nagaland,Mon,33.58437529129093,27,95.25,51.43766,79.99448120594025,187.22003519535065,moderate,16.8,moderate,2,Brahmaputra (Dibrugarh gauge),105.7,TRUE,63.6,87.73,0.83,moderate,0.20710032,0.36973977708224876,0.6321205588285577,0.19781611144141806,0.076573225,0.040967779363909114,0.015147417609566505,1
4945,09-06-2024,2024,Manipur,Senapati,71.89630443315728,25.75,94.5,0.16644542,2.238165780901909,26.43856208026409,low,6.7,low,0,Doyang,18,FALSE,45.7,10.51,0.584,low,0.032504182,0.098263769,0,0.00179671,0.003193983,5.840057413808188e-05,5.7386605285261444e-06,0
11491,05-01-2023,2023,Manipur,Senapati,105.61098632411498,25.5,93,0,0,0,low,23.5,high,0,Barak,20.5,FALSE,77.7,11.3,0.551,low,0.03229546,0.6418340450887311,0,0.000929439,0.020728326849204847,3.0016646926705895e-05,1.926570591696787e-05,1
11238,20-11-2025,2025,Meghalaya,East Garo Hills (Williamnagar),32.343882729212744,25.75,90.5,0,0,0,low,19.6,moderate,1,Brahmaputra (Goalpara gauge),36.27,TRUE,48.2,14.04,0.387,low,0.03229546,0.4833395034305887,0.3934693402873666,3.500446248344782e-05,0.015609672442440393,1.1304852790059244e-06,5.46408193390314e-07,0
1811,30-05-2025,2025,Tripura,Gomati (Udaipur),38.991679056234794,23.25,91.25,90.403915,96.73293149471283,133.83933329582214,high,16,moderate,0,Gomti,12,FALSE,39,5.71,0.476,low,0.5538297,0.33924363123418283,0,0.000207536,0.1878832085403748,0.000114939,3.899245868726331e-05,1
2712,18-07-2023,2023,Sikkim,North Sikkim (Mangan),61.05571304,28,88.25,29.657934,37.931464195251465,223.53516101837158,low,32.4,very_high,0,Teesta,15,FALSE,96.3,12.21,0.814,moderate,0.0985285,0.8876208906586432,0,0.1518711636566591,0.087455952,0.014963637,0.013282037228150434,0
4630,06-08-2024,2024,Sikkim,West Sikkim (Gyalshing),58.21262283150177,27.75,88,82.62704,131.57228660583496,211.2697925567627,high,27.7,high,0,Teesta,15,FALSE,83,12.34,0.823,moderate,0.47628817,0.7830166492671986,0,0.1765352747791165,0.37294156666335543,0.084081663,0.065837342,1
8082,14-07-2023,2023,Arunachal Pradesh,East Siang (Pasighat),26.045086594630504,28.25,95.5,50.72451,259.56360626220703,508.2518959,moderate,29.4,high,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,104,124.62,1.179,critical,0.20245516,0.8273078959170554,0.3934693402873666,0.9962416132414993,0.16749275492074084,0.20169425819819728,0.1668632523685019,1
9455,12-12-2023,2023,Assam,Bongaigaon,63.25026381885138,26.75,90,0,0,2.1330974102020264,low,6.7,low,0,Brahmaputra (Dhubri gauge),28.62,TRUE,81.2,10.79,0.377,low,0.03229546,0.098263769,0,2.8659411780795806e-05,0.003173474,9.255689367742415e-07,9.094989222773252e-08,0
4717,21-08-2024,2024,Meghalaya,West Khasi Hills (Nongstoin),34.43424586646966,25.75,91.5,100.9154,187.1498680114746,201.39925023913383,high,21.9,high,1,Brahmaputra (Guwahati gauge),49.68,TRUE,49.1,46.5,0.936,moderate,0.6539881,0.5785116791685816,0.3934693402873666,0.6726070170677606,0.3783397671583649,0.439877001,0.2544739822264989,1
11430,13-06-2023,2023,Arunachal Pradesh,Upper Siang (Yingkiong),67.55720695,29,94.5,64.011314,169.68899154663086,220.52418899536133,moderate,27.4,high,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,173.5,118.17,1.118,critical,0.3016301,0.7744014530142785,0,0.9873828393206613,0.23358279510726762,0.2978243939906679,0.23063564344947018,0
5652,24-04-2025,2025,Arunachal Pradesh,East Siang (Pasighat),11.056026885537475,28,95.25,99.88178,135.15204238891602,141.3106568455696,high,23.9,high,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,67.3,67.01,0.634,low,0.6445737,0.6570104626734987,0,0.004868931,0.4234916573132003,0.003138385,0.002061952,1
9800,16-11-2023,2023,Nagaland,Dimapur,25.078570523493244,26,93.5,0,0,0,low,17.7,moderate,1,Dhansiri,40,FALSE,73.6,14.48,0.362,low,0.03229546,0.40532318982985244,0.3934693402873666,2.1231572149295237e-05,0.013090099571134443,6.856834261140275e-07,2.7792339348599957e-07,0
3924,10-03-2025,2025,Manipur,Senapati,102.59765222781184,25.25,93,0,0,0,low,16.8,moderate,0,Barak,20.5,FALSE,51.7,8.98,0.438,low,0.03229546,0.36973977708224876,0,9.706816707959963e-05,0.011940916826020755,3.13486127648621e-06,1.159082909551785e-06,0
4918,26-10-2025,2025,Assam,Lakhimpur,57.73800048859596,27.75,94,0,0,0,low,2.4,low,0,Subansiri,42,FALSE,57.7,15.79,0.376,low,0.03229546,0.050530162,0,2.809193334730218e-05,0.001631895,9.072419587347633e-07,4.584308336164186e-08,0
4546,08-09-2024,2024,Manipur,Ukhrul,87.13831786348511,25.75,94.75,59.265102,75.65274477005005,138.38147628307343,moderate,9,low,0,Doyang,18,FALSE,62.6,11.12,0.618,low,0.26320124,0.13784165696493572,0,0.00354029,0.036280095,0.000931809,0.000128442,1
11480,16-06-2023,2023,Meghalaya,West Khasi Hills (Nongstoin),40.46060082662237,25.25,91,300.2815,740.7855834960938,934.6968517303467,critical,21.6,high,0,Brahmaputra (Goalpara gauge),36.27,TRUE,109.2,47.15,1.3,critical,0.999818,0.5662743941954392,0,0.9996646498695336,0.5661713475561471,0.9994827379136971,0.5659814819208778,1
7285,27-06-2024,2024,Nagaland,Dimapur,130.2815300491772,27,93.25,0,10.385743975639343,39.94777148962021,low,16.9,moderate,0,Dikrong,14,FALSE,38.3,7.06,0.504,low,0.03229546,0.3736320082718519,0,0.00036327,0.012066618229503659,1.1731982503290776e-05,4.383444183714761e-06,0
3877,29-05-2024,2024,Manipur,Churachandpur,82.51706093,24.75,93,65.62656,113.72011756896973,119.73164331912994,moderate,20.7,high,2,Barak,20.5,FALSE,23.9,8.65,0.422,low,0.31541196,0.5291336290720468,0.6321205588285577,7.048782977772519e-05,0.16689507246439175,2.223270420222972e-05,1.1764071458611156e-05,1
5862,03-07-2024,2024,Sikkim,South Sikkim (Namchi),23.43991276283538,27,88.5,41.443577,148.36002922058105,416.32026290893555,low,25.7,high,0,Teesta,15,FALSE,19.1,14.79,0.986,high,0.14902651,0.7211151780228631,0,0.8481288363433406,0.10746528052399536,0.12639368313952906,0.091144403,1
9149,30-03-2024,2024,Nagaland,Dimapur,49.022517192233686,26,93.25,0,0.6812279224395752,9.967108964920044,low,20.5,high,0,Kopili,30,FALSE,68.9,14.01,0.467,low,0.03229546,0.520821285,0,0.000173354,0.016820163897252813,5.598555548950749e-06,2.915846897235232e-06,0
11660,30-08-2023,2023,Meghalaya,West Khasi Hills (Nongstoin),40.46060082662237,25.25,91,0,122.17034244537354,636.1942262649536,low,21.6,high,0,Brahmaputra (Goalpara gauge),36.27,TRUE,109.2,39.5,1.089,critical,0.03229546,0.5662743941954392,0,0.9776865613009676,0.018288093034385253,0.031574839,0.017880022791540297,1
6450,16-06-2023,2023,Meghalaya,East Khasi Hills (Shillong),37.90235299027766,25.25,91.75,92.60763,333.0229187011719,463.3182974457741,high,24.9,high,0,Brahmaputra (Guwahati gauge),49.68,TRUE,99,50.92,1.025,critical,0.5754946,0.6935283081979209,0,0.9241418199787563,0.39912178759143596,0.5318386154075521,0.3688451351779242,1
9507,27-10-2024,2024,Tripura,Gomati (Udaipur),41.57721004893975,23.25,91.75,0,2.718346431851387,7.723369077,low,14.9,moderate,0,Gomti,12,FALSE,41.6,2.39,0.199,low,0.03229546,0.29943285752602705,0,8.150626829540631e-07,0.009670322,2.6322825696362042e-08,7.881918916421219e-09,1
510,31-07-2024,2024,Mizoram,Kolasib,36.08060133109898,24.5,92.5,81.66025,97.41274261,152.91347885131836,high,23.1,high,2,Khowai,10,FALSE,36.4,6.83,0.683,low,0.46665204,0.6263679917281482,0.6321205588285577,0.012868764,0.2922958984455265,0.006005235,0.003761487,0
3200,06-12-2024,2024,Tripura,North Tripura (Dharmanagar),15.613033513234724,24.25,92.25,0,0,3.6730167865753174,low,13.5,moderate,0,Khowai,10,FALSE,15.6,3.08,0.308,low,0.03229546,0.25287573272933045,0,7.210248002261715e-06,0.008166739,2.3285828852230073e-07,5.888421033217463e-08,0
10738,30-06-2024,2024,Assam,Tinsukia,68.60167926119603,27.25,96,90.34349,215.72616958618164,232.0094461,high,8.4,low,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,111.6,93.02,0.88,moderate,0.55323243,0.12638208935801287,0,0.40131233988754794,0.069918671,0.22201900155152401,0.028059225293261505,1
3658,30-05-2025,2025,Mizoram,Mamit,8.359253396990315,24,92.5,59.198174,90.12703132629395,164.0583565235138,moderate,23.4,high,1,Tlawng,9,FALSE,37.4,5.5,0.611,low,0.2626824,0.6379936706609838,0.3934693402873666,0.003079205,0.16758971375821669,0.000808853,0.000516043,1
11734,17-06-2024,2024,Tripura,North Tripura (Dharmanagar),16.569484046308798,24.5,92.25,85.4802,203.60429573059082,290.05624628067017,high,14.5,moderate,0,Khowai,10,FALSE,16.6,9.38,0.938,moderate,0.50480187,0.2856375705089441,0,0.6813537337890252,0.14419037956161704,0.34394863853418817,0.098244653,0
11400,12-07-2023,2023,Meghalaya,West Jaintia Hills (Jowai),74.59648014705822,25,92.75,2.4917877,30.215049505233765,135.72976660728455,low,20.7,high,1,Barak,20.5,FALSE,19.1,13.12,0.64,low,0.03555993,0.5291336290720468,0.3934693402873666,0.005486299,0.018815954761408862,0.000195092,0.00010323,0
5667,01-03-2025,2025,Meghalaya,East Garo Hills (Williamnagar),32.73011083571213,25.75,90.75,0,0,7.665791988372803,low,21.3,high,1,Brahmaputra (Goalpara gauge),36.27,TRUE,48.5,12.01,0.331,low,0.03229546,0.5539557547196071,0.3934693402873666,1.1421518186092884e-05,0.017890256884454527,3.6886320363816315e-07,2.043338943596708e-07,1
4457,14-05-2024,2024,Meghalaya,West Jaintia Hills (Jowai),55.49026505848148,25.5,92.75,0,2.3171920776367188,11.575528278946877,low,21.7,high,2,Barak,20.5,FALSE,74.6,7.93,0.387,low,0.03229546,0.5703632448561154,0.6321205588285577,3.500446248344782e-05,0.018420144354474338,1.1304852790059244e-06,6.447872519958901e-07,1
5410,02-11-2025,2025,Manipur,Senapati,93.91367735993286,25.75,93.25,2.8991196,2.8991196155548096,2.8991196155548096,low,17.7,moderate,0,Kopili,30,FALSE,87.7,13.65,0.455,low,0.036122944,0.40532318982985244,0,0.00013637,0.014641466971621452,4.9260977164465565e-06,1.9966616398436704e-06,1
3348,28-10-2025,2025,Mizoram,Saiha,35.658315356292746,22.25,92.75,2.0268927,15.640338897705078,21.234250903129578,low,25,high,0,Tlawng,9,FALSE,164.6,3.38,0.375,low,0.034927655,0.6970592839654074,0,2.7535691114583473e-05,0.024346646,9.617571197510703e-07,6.704017292423136e-07,1
1240,17-06-2023,2023,Assam,Barpeta,47.813818457160224,26.75,91,57.742058,257.48162841796875,393.1430510878563,moderate,10.2,moderate,0,Manas,33,FALSE,47.8,32.57,0.987,high,0.25155845,0.1633742395133794,0,0.8506870654691562,0.041098170926652064,0.21399752204435069,0.034961682,1
3984,14-07-2025,2025,Meghalaya,West Garo Hills (Tura),45.21424988362759,25.5,89.75,2.0323443,2.032344341278076,17.91044330596924,low,14.7,moderate,0,Brahmaputra (Dhubri gauge),28.62,TRUE,62.2,20.43,0.714,low,0.034935,0.2924875068613584,0,0.023660578155461187,0.010218051,0.000826582,0.000241765,0
2078,03-08-2024,2024,Meghalaya,East Garo Hills (Williamnagar),12.24813945,25.5,90.5,95.85116,137.34658694267273,161.78876185417175,high,19.7,moderate,1,Brahmaputra (Goalpara gauge),36.27,TRUE,75.5,26.95,0.743,low,0.6068395,0.4875026035157896,0.3934693402873666,0.041487119,0.29583582544891385,0.025176021821424453,0.012273376184114752,1
8910,28-04-2023,2023,Assam,Sonitpur (Tezpur),15.28677515226629,26.5,92.75,0.09330641,5.938576564192772,27.83717368543148,low,4.3,low,1,Brahmaputra (Tezpur gauge),65.23,TRUE,15.3,52.38,0.803,moderate,0.032412317,0.068073454,0.3934693402873666,0.1256478565153457,0.002206418,0.004072538,0.000277232,1
2893,03-01-2024,2024,Tripura,West Tripura (Agartala),10.462664924585134,23.75,91.25,0,0,0,low,20.2,high,1,Gomti,12,FALSE,33.9,4.64,0.387,low,0.03229546,0.5083325618141193,0.3934693402873666,3.500446248344782e-05,0.016416834803333016,1.1304852790059244e-06,5.746624779702311e-07,0
10670,26-03-2024,2024,Arunachal Pradesh,West Siang (Aalo),19.529169312224603,28,94.75,9.638337,11.048185974359512,27.08621171116829,low,28.6,high,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,59.7,41.65,0.394,low,0.046776585,0.8074201564513485,0.3934693402873666,4.026450423628932e-05,0.037768358,1.8834360162017546e-06,1.5207242028677254e-06,1
88,19-04-2025,2025,Manipur,Ukhrul,87.13831786348511,25.75,94.75,0.37275305,10.312021642923355,22.06121864914894,low,9,low,0,Doyang,18,FALSE,62.6,8.19,0.455,low,0.0327647,0.13784165696493572,0,0.00013637,0.00451634,4.468132761574842e-06,6.158948233947903e-07,1
2347,11-02-2023,2023,Tripura,Dhalai (Ambassa),23.44755251906821,23.75,91.75,0,0,0,low,13.7,moderate,0,Gomti,12,FALSE,36.8,7.37,0.614,low,0.03229546,0.259225101,0,0.00326899,0.008371794,0.000105574,2.7367308265727842e-05,0
6852,25-10-2023,2023,Meghalaya,West Jaintia Hills (Jowai),74.59648014705822,25,92.75,3.2252321,4.832581639289856,4.832581639289856,low,20.7,high,1,Barak,20.5,FALSE,19.1,10.19,0.497,low,0.036579903,0.5291336290720468,0.3934693402873666,0.000315827,0.019355656939347085,1.1552922083243063e-05,6.113039588292993e-06,1
5056,20-09-2023,2023,Nagaland,Mon,41.450834208256374,27,94.75,82.9922,83.51045489311218,95.78010177612305,high,17.2,moderate,0,Brahmaputra (Neamatighat gauge),85.05,TRUE,46.2,53.84,0.633,low,0.47993284,0.3854055017324505,0,0.00477298,0.18496875878590835,0.00229071,0.000882852,1
7473,12-08-2025,2025,Manipur,Imphal,96.88910587632489,25,93,9.998018,91.65574264526367,254.78655624389648,low,20.6,high,2,Barak,20.5,FALSE,29.1,19.13,0.933,moderate,0.047422286,0.524979187,0.6321205588285577,0.6592603884513856,0.024895713237265953,0.031263635,0.016412757579574253,1
4441,26-10-2025,2025,Mizoram,Lunglei,12.40170304943419,23,92.75,12.489634,18.87834668159485,23.816718876361847,low,22.2,high,1,Tlawng,9,FALSE,81.2,8.18,0.909,moderate,0.052133065,0.5906532827008858,0.3934693402873666,0.5448788923735801,0.030792566,0.028406206559068753,0.016778219153193392,0
3904,29-07-2025,2025,Assam,Barpeta,47.813818457160224,26.75,91,0.1644545,90.91864685714245,93.82645080983639,low,10.2,moderate,0,Manas,33,FALSE,47.8,25.54,0.774,low,0.032501683,0.1633742395133794,0,0.074467945,0.005309938,0.002420334,0.00039542,1
7062,18-07-2024,2024,Nagaland,Mokokchung,47.855196761606834,26.75,94.5,16.791607,47.41153335571289,174.3029067516327,low,13.2,moderate,1,Brahmaputra (Neamatighat gauge),85.05,TRUE,18.6,68.98,0.811,moderate,0.0613219,0.24354647076959568,0.3934693402873666,0.14430313409051881,0.014934732154150058,0.008848942,0.002155129,0
340,25-07-2023,2023,Sikkim,East Sikkim (Gangtok),39.22115674349066,27,88.75,20.874418,47.94430351257324,74.66607475280762,low,33.6,very_high,1,Teesta,15,FALSE,28.8,9.84,0.656,low,0.07142367,0.9060785039807289,0.3934693402873666,0.007539735,0.064715454,0.000538516,0.000487937,0
8827,29-04-2025,2025,Nagaland,Mokokchung,8.034984386931804,26.25,94.5,11.855937,20.011798858642578,25.18611741065979,low,16.4,moderate,0,Doyang,18,FALSE,29.2,13.25,0.736,low,0.050894618,0.35434369377420455,0,0.036263716,0.018034187,0.001845628,0.000653987,1
4609,30-05-2024,2024,Meghalaya,West Jaintia Hills (Jowai),37.46163243993562,25.25,92.5,107.77782,368.0934829711914,382.5037559270859,high,19.1,moderate,1,Barak,20.5,FALSE,54.6,18.51,0.903,moderate,0.7132278,0.46257015465625057,0.3934693402873666,0.5149955016194101,0.3299178976716481,0.3673091129947498,0.1699062332046316,1
6608,21-09-2023,2023,Assam,Bongaigaon,63.25026381885138,26.75,90,124.43969,143.50014686584473,143.50014686584473,critical,6.7,low,0,Brahmaputra (Dhubri gauge),28.62,TRUE,81.2,18.83,0.658,low,0.82886255,0.098263769,0,0.007845023,0.081447158,0.006502446,0.000638955,0
6337,11-07-2023,2023,Arunachal Pradesh,West Siang (Aalo),27.244927165607542,28,95,75.235214,115.35827732086182,278.9806890487671,moderate,23.1,high,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,58.7,137.41,1.3,critical,0.4035749,0.6263679917281482,0.3934693402873666,0.9996646498695336,0.25278640823128345,0.4034395748401824,0.252701636,1
501,05-07-2024,2024,Arunachal Pradesh,Dibang Valley (Anini),15.641112507059704,28.75,96,21.833258,45.72773361206055,346.06432819366455,low,27.9,high,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,177.7,104.85,0.992,high,0.07400957,0.7886265921377879,0.3934693402873666,0.8629487074245402,0.058365913002454736,0.063866461,0.050366789,1
11241,20-01-2024,2024,Assam,Darrang (Mangaldai),81.53762412,27,91.5,0,0.8027281165122986,2.1023831963539124,low,5.4,low,0,Manas,33,FALSE,90.5,11.68,0.354,low,0.03229546,0.080665925,0,1.809240913305913e-05,0.002605143,5.843027070147747e-07,4.7133318335460455e-08,1
9533,11-06-2023,2023,Nagaland,Mokokchung,47.855196761606834,26.75,94.5,40.83922,45.568867444992065,45.73248556256294,low,13.2,moderate,1,Brahmaputra (Neamatighat gauge),85.05,TRUE,18.6,62.43,0.734,low,0.14598669,0.24354647076959568,0.3934693402873666,0.034891409,0.035554543400946256,0.005093681,0.001240548,1
2659,21-06-2024,2024,Meghalaya,West Khasi Hills (Nongstoin),2.9956866868732273,25.5,91.25,19.770788,147.9940586090088,1064.9043064117432,low,20.2,high,0,Brahmaputra (Guwahati gauge),49.68,TRUE,85.9,57.08,1.149,critical,0.06855069,0.5083325618141193,0,0.9931728675778617,0.034846548,0.068082686,0.034608646,1
9621,21-11-2023,2023,Manipur,Churachandpur,12.267039911584051,24.25,93.75,0,0.054149746894836426,22.895276188850403,low,16,moderate,2,Imphal River,8,FALSE,66.2,6.89,0.861,moderate,0.03229546,0.33924363123418283,0.6321205588285577,0.314319886,0.01095603,0.010151105855707575,0.003443698,1
4356,27-08-2023,2023,Meghalaya,West Garo Hills (Tura),20.193737982542693,25.5,90,94.28836,183.47707176208496,287.0659155845642,high,18.6,moderate,2,Brahmaputra (Dhubri gauge),28.62,TRUE,57.9,23.53,0.822,moderate,0.59182966,0.4419298941260467,0.6321205588285577,0.17364664701900484,0.26154721790377056,0.10276923564076673,0.045416797426138786,1
4761,15-06-2023,2023,Meghalaya,East Khasi Hills (Shillong),14.33693072742726,25.5,92,74.051346,104.64715492725372,243.89267456531525,moderate,22.3,high,0,Brahmaputra (Guwahati gauge),49.68,TRUE,76.1,48.54,0.977,high,0.39223048,0.5946768101701476,0,0.8234647252208832,0.23325037123867376,0.32298796518527073,0.1920734528597235,1
5152,30-04-2025,2025,Nagaland,Mokokchung,47.855196761606834,26.75,94.5,4.994454,5.333650052547455,39.59085852,low,13.2,moderate,1,Brahmaputra (Neamatighat gauge),85.05,TRUE,18.6,68.04,0.8,moderate,0.03915738,0.24354647076959568,0.3934693402873666,0.1192029220221176,0.009536642,0.004667674,0.001136796,1
2874,11-05-2024,2024,Arunachal Pradesh,Lohit (Tezu),20.872097291360003,27.75,96.25,0.42732224,9.861812800168991,19.34739564359188,low,31.6,very_high,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,136.4,38.47,0.364,low,0.032833952,0.8736179106419871,0.3934693402873666,2.2098029898597135e-05,0.028684328943351708,7.255656630775546e-07,6.338671586113812e-07,1
9733,11-12-2024,2024,Manipur,Senapati,2.998475391388058,25.25,94,0,0,0,low,15.9,moderate,3,Imphal River,8,FALSE,48.2,3.81,0.476,low,0.03229546,0.3355177436521295,0.7768698398515702,0.000207536,0.0108357,6.702458764808319e-06,2.248793841689926e-06,1
343,24-05-2024,2024,Assam,Sonitpur (Tezpur),82.11364967,27.25,93.25,0.24909915,1.0619489699602127,4.037841305136681,low,1.3,low,0,Dikrong,14,FALSE,40.2,5.95,0.425,low,0.032608315,0.042424982,0,7.484622751061124e-05,0.001383407,2.440609389320957e-06,1.0354281062632603e-07,1
9401,06-08-2025,2025,Mizoram,Kolasib,40.660403036254486,24,93,2.2490644,23.397240161895752,45.14318585395813,low,24.7,high,1,Tlawng,9,FALSE,41.4,4.36,0.484,low,0.035228442,0.6863980785519272,0.3934693402873666,0.000243537,0.024180735,8.579412962404336e-06,5.888892572497834e-06,0
2413,24-04-2025,2025,Assam,Dhemaji,8.198587680837354,27.5,94.5,175.83046,228.22956085205078,241.9963812828064,critical,6.6,low,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,39.5,83.5,0.79,low,0.97424966,0.096796825,0.3934693402873666,0.099750489,0.094304274,0.09718188,0.009406897,1
2374,26-05-2023,2023,Nagaland,Dimapur,123.34614837462435,27,93.5,81.02383,81.0238266,173.0388051085174,high,17.8,moderate,0,Dikrong,14,FALSE,16.3,8.88,0.634,low,0.4603219,0.4093467172991142,0,0.004868931,0.18843125998757332,0.002241276,0.000917459,1
4066,17-05-2023,2023,Nagaland,Dimapur,49.022517192233686,26,93.25,3.2471008,15.666871547698975,20.20943593978882,low,20.5,high,0,Kopili,30,FALSE,68.9,24.24,0.808,moderate,0.036610745,0.520821285,0,0.13705129257545973,0.019067655,0.00501755,0.002613247,0
5457,17-06-2024,2024,Sikkim,North Sikkim (Mangan),75.42252432677243,28,88,53.819893,121.66336631774902,352.65345573425293,moderate,23.3,high,0,Teesta,15,FALSE,106,17.14,1.143,critical,0.22318447,0.6341355910108007,0,0.9923091241184917,0.14152921348089673,0.2214679823325287,0.14044072986640765,0
8157,21-06-2023,2023,Arunachal Pradesh,Upper Siang (Yingkiong),79.16723926816988,28.75,94.25,26.01537,63.592890087515116,222.24542040005326,low,27.8,high,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,154.9,104.33,0.987,high,0.086322665,0.7858349830425586,0,0.8506870654691562,0.06783537,0.073433575,0.057706672,0
6648,23-07-2023,2023,Manipur,Ukhrul,87.13831786348511,25.75,94.75,33.982742,47.24683666229248,85.54715109,low,9,low,0,Doyang,18,FALSE,62.6,12.1,0.672,low,0.114996456,0.13784165696493572,0,0.010353737531091752,0.015851301986349292,0.001190643,0.00016412,0
7180,25-12-2025,2025,Arunachal Pradesh,Lohit (Tezu),61.01614160732044,27.75,96.75,0,0,0,low,25.1,high,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,184.7,40.38,0.382,low,0.03229546,0.700567142,0.3934693402873666,3.167345296117477e-05,0.022625139,1.022908788410222e-06,7.166162869080631e-07,0
5512,12-11-2024,2024,Tripura,Dhalai (Ambassa),41.186061617240675,24,92.25,0,0,0.3354549705982208,low,14.8,moderate,2,Khowai,10,FALSE,41.9,6.73,0.673,low,0.03229546,0.29594837238283755,0.6321205588285577,0.010560688,0.009557789,0.000341062,0.000100937,0
9697,14-06-2025,2025,Tripura,West Tripura (Agartala),10.462664924585134,23.75,91.25,8.592831,12.986968010663986,42.627463310956955,low,20.2,high,1,Gomti,12,FALSE,33.9,6.34,0.528,low,0.044946842,0.5083325618141193,0.3934693402873666,0.00058694,0.022847943286234518,2.6381121679457306e-05,1.3410383166848534e-05,0
54,10-02-2024,2024,Arunachal Pradesh,Lohit (Tezu),74.52801565617366,27.5,96.75,0,0.7825959920883179,23.181410670280457,low,22.7,high,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,182.5,106.55,1.008,critical,0.03229546,0.610639234,0,0.8965995485417504,0.019720876019435344,0.028956096,0.017681729,0
2597,30-05-2024,2024,Assam,Dhubri,58.09272202720824,26.5,89.75,68.221115,193.42604732513428,203.96352139115334,moderate,6,low,1,Brahmaputra (Dhubri gauge),28.62,TRUE,58.1,19.49,0.681,low,0.33823815,0.088399677,0.3934693402873666,0.012370414740162438,0.029900143268625123,0.004184146,0.000369877,1
10249,27-08-2025,2025,Meghalaya,East Garo Hills (Williamnagar),28.717284452545425,25.25,90.75,0.32133573,35.056070268154144,257.7035273909569,low,17.7,moderate,1,Brahmaputra (Goalpara gauge),36.27,TRUE,103.1,30.54,0.842,moderate,0.032699585,0.40532318982985244,0.3934693402873666,0.2386672851570894,0.013253900082479458,0.007804321,0.003163272,0
4387,19-08-2025,2025,Meghalaya,West Garo Hills (Tura),32.49726549,25.75,90,13.82744,34.67932665348053,87.66058790683746,low,14.5,moderate,0,Brahmaputra (Dhubri gauge),28.62,TRUE,30.1,20.81,0.727,low,0.054841664,0.2856375705089441,0,0.030472033264644136,0.015664839578629224,0.001671137,0.00047734,0
9014,25-01-2025,2025,Assam,Bongaigaon,80.22301901128303,27,90,0,0,0,low,11.2,moderate,0,Brahmaputra (Dhubri gauge),28.62,TRUE,109,14.4,0.503,low,0.03229546,0.18744979299574124,0,0.00035608,0.006053778,1.1499756405424173e-05,2.1556269576982105e-06,1
7996,26-12-2023,2023,Manipur,Senapati,34.46644505179551,25.5,94.25,0,1.1515945196151733,1.1515945196151733,low,9.1,low,1,Doyang,18,FALSE,66.7,8.68,0.482,low,0.03229546,0.13983432745204968,0.3934693402873666,0.00023399,0.004516014,7.556801201155654e-06,1.0567002136524422e-06,1
10763,19-03-2023,2023,Arunachal Pradesh,Lohit (Tezu),41.239265843276534,28,95.75,0.075517304,0.5801979973912239,15.183443255722523,low,30.2,very_high,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,101.7,48.52,0.459,low,0.032390006,0.8455347349164652,0.3934693402873666,0.000147727,0.027386875,4.784863301937581e-06,4.045768123615315e-06,0
